2019/1/9 7:20:25	开始查询2019-02-01车次，间隔：默认

2019/1/9 7:30:05	[检查状态]检测到下线,已成功登录

2019/1/9 21:20:08	[检查状态]检测到下线,已成功登录

2019/1/9 21:20:08	[检查状态]检测到下线,已成功登录

2019/1/9 21:20:08	[检查状态]检测到下线,已成功登录

2019/1/9 21:20:08	[检查状态]检测到下线,已成功登录

2019/1/9 21:20:08	[检查状态]检测到下线,已成功登录

2019/1/9 21:20:08	[检查状态]检测到下线,已成功登录

2019/1/9 21:20:08	[检查状态]检测到下线,已成功登录

2019/1/9 21:20:08	[检查状态]检测到下线,已成功登录

2019/1/9 21:20:08	[检查状态]检测到下线,已成功登录

2019/1/9 21:20:08	[检查状态]检测到下线,已成功登录

2019/1/9 21:20:08	[检查状态]检测到下线,已成功登录

2019/1/9 21:20:08	[检查状态]检测到下线,已成功登录

2019/1/9 21:20:08	[检查状态]检测到下线,已成功登录

2019/1/9 21:20:08	[检查状态]检测到下线,已成功登录

2019/1/9 21:20:08	[检查状态]检测到下线,已成功登录

2019/1/9 21:20:08	[检查状态]检测到下线,已成功登录

2019/1/9 21:20:08	[检查状态]检测到下线,已成功登录

2019/1/9 21:20:08	[检查状态]检测到下线,已成功登录

2019/1/9 21:35:37	结束车票查询

